date,lq45,jci,idx30,eido,spy,dom_b,dom_s,for_b,for_s
2019-11-04,976.17,6180.34,532.23,25.06,307.37,5.5676,5.8079,2.4391,2.1988
2019-11-05,999.76,6264.15,545.51,25.48,307.03,6.0328,5.9766,2.5993,2.6556
2019-11-06,988.01,6217.54,538.09,25.3,307.1,7.0474,6.6457,2.3157,2.7175
2019-11-07,978.36,6165.62,532.41,25.04,308.18,6.1108,4.7519,2.1974,3.5563
2019-11-08,981.69,6177.99,535.18,25.14,308.94,5.3442,4.3552,2.8107,3.7997
2019-11-11,978.47,6148.74,533.54,24.95,308.35,3.8597,3.335,1.8245,2.3492
2019-11-12,984.22,6180.99,536.29,24.82,309,5.7673,5.2584,1.6894,2.1984
2019-11-13,974.88,6142.5,530.64,24.66,309.1,4.438,4.7193,2.681,2.3997
2019-11-14,964.58,6098.95,525.04,24.49,309.55,4.2345,4.0128,1.9496,2.1713
2019-11-15,975.37,6128.35,531.07,24.87,311.79,3.9114,3.9763,2.0661,2.0013
2019-11-18,974.22,6122.63,530.36,24.69,312.02,3.7594,3.3295,1.6994,2.1294
2019-11-19,985.9,6152.09,537.25,24.71,311.93,4.5923,4.7972,2.6253,2.4205
2019-11-20,988.33,6155.11,538.87,24.86,310.77,4.1995,4.3014,2.3469,2.2451
2019-11-21,980.32,6117.36,535.07,24.71,310.27,4.163,3.7585,1.7341,2.1386
2019-11-22,977.46,6100.24,534.04,24.51,310.96,3.7491,3.7104,2.3557,2.3945
2019-11-25,967.76,6070.76,528.54,24.5,313.37,4.2155,3.8914,2.0852,2.4093
2019-11-26,958.82,6026.19,523.19,24.35,314.08,5.446,3.8713,7.8558,9.4305
2019-11-27,961.19,6023.04,525.36,24.24,315.48,4.1901,3.7931,3.0792,3.4762
2019-11-28,946,5953.06,517.29,24.24,315.48,4.2702,4.1153,1.7474,1.9024
2019-11-29,956.82,6011.83,523.62,24.03,314.31,4.6836,4.4646,2.531,2.75
2019-12-02,978.26,6130.06,535.25,24.5,311.64,4.9781,4.8306,1.6953,1.8429
2019-12-03,977.77,6133.9,534.59,24.43,309.55,4.3246,4.3421,2.0216,2.0041
2019-12-04,974.13,6112.88,532.58,24.66,311.46,5.4278,5.2624,1.5127,1.678
2019-12-05,986.36,6152.12,539.58,24.93,312.02,4.6206,4.6583,2.2983,2.2606
2019-12-06,992.52,6186.87,542.48,25.02,314.87,4.5141,5.2887,2.6379,1.8633
2019-12-09,993.24,6193.79,542.23,24.99,313.88,4.5706,4.5154,1.8252,1.8804
2019-12-10,992.11,6183.5,541.38,25.07,313.53,4.6775,4.372,1.6545,1.9601
2019-12-11,990.12,6180.1,539.74,25.11,314.42,4.1518,4.0421,2.0219,2.1315
2019-12-12,982.23,6139.4,535.4,25.1,317.13,5.0287,5.1948,4.0944,3.9283
2019-12-13,997.65,6197.32,544.07,25.07,317.32,5.4649,5.9786,2.9066,2.3929
2019-12-16,1001,6211.59,545.97,25.24,319.5,5.3365,5.5263,2.706,2.5163
2019-12-17,1008.13,6244.35,549.98,25.37,319.57,4.3547,4.8998,3.7267,3.1817
2019-12-18,1019.09,6287.25,555.99,25.57,319.59,5.0577,7.6829,5.3354,2.7101
2019-12-19,1009.5,6249.93,550.66,25.37,320.9,5.5148,5.2529,2.4295,2.6914
2019-12-20,1018.32,6284.37,555.52,25.46,320.73,5.5906,8.3847,7.4674,4.6732
2019-12-23,1021.62,6305.91,557.73,25.65,321.22,7.9644,8.3886,3.2133,2.7891
2019-12-26,1021.56,6319.44,557.68,25.72,322.94,4.9011,5.5451,2.0859,1.442
2019-12-27,1022.72,6329.31,558.46,25.68,322.86,6.2376,6.5344,1.3711,1.0743
2019-12-30,1014.47,6299.54,553.86,25.52,321.08,5.2943,5.2964,6.1297,6.1276
2020-01-02,1011.62,6283.58,552.4,25.94,324.87,2.8358,3.0058,1.3308,1.1607
2020-01-03,1021.49,6323.47,557.65,25.58,322.41,3.7712,4.545,1.9378,1.1641
2020-01-06,1010.23,6257.4,551.66,25.62,323.64,3.9856,3.9372,1.1076,1.1559
2020-01-07,1014.64,6279.35,554,25.47,322.73,4.4063,4.4791,1.7643,1.6915
2020-01-08,1005.45,6225.69,549.01,25.67,324.45,4.8082,4.8082,1.8373,1.8374
2020-01-09,1016.84,6274.49,555.1,25.68,326.65,3.8773,4.7652,2.6799,1.792
2020-01-10,1018.01,6274.94,555.9,26.07,325.71,4.0888,4.184,2.152,2.0568
2020-01-13,1025.29,6296.57,560.01,26.39,327.95,4.1516,4.4031,2.4368,2.1852
2020-01-14,1032.32,6325.41,563.85,26.37,327.45,4.188,5.1556,3.5424,2.5748
2020-01-15,1025.07,6283.37,560,26.09,328.19,4.8694,4.949,2.8697,2.7902
2020-01-16,1025.81,6286.05,559.65,26.39,330.92,4.9215,4.1896,2.4864,3.2183
2020-01-17,1029.63,6291.66,561.88,26.56,331.95,3.8085,4.0056,2.3531,2.156
2020-01-20,1022.01,6245.04,557.44,26.56,331.95,4.7311,4.0624,1.8419,2.5106
2020-01-21,1022.68,6238.15,558.6,26.06,331.3,3.8665,4.0892,2.2197,1.9969
2020-01-22,1020.84,6233.45,558.1,26.17,331.34,4.308,4.5982,2.5785,2.2883
2020-01-23,1024.59,6249.21,560.12,26.23,331.72,4.1758,3.8787,2.1735,2.4707
2020-01-24,1025.5,6244.11,560.5,26.09,328.77,3.5637,3.6889,2.7718,2.6466
2020-01-27,1003.79,6133.21,549.56,25.27,323.5,3.7062,3.8672,1.2209,1.0598
2020-01-28,1000.67,6111.18,547.77,25.5,326.89,4.6343,4.1646,2.0643,2.5339
2020-01-29,1000.32,6113.04,547.82,25.42,326.62,3.581,3.6503,2.7369,2.6676
2020-01-30,987.2,6057.6,541.12,25.01,327.68,3.2836,3.0218,2.3249,2.5866
2020-01-31,961.98,5940.05,526.94,24.18,321.73,5.9082,4.0555,2.1659,4.0187
2020-02-03,953.26,5884.17,522.2,24.15,324.12,4.4169,3.6045,2.5395,3.3519
2020-02-04,964.84,5922.34,528.05,24.48,329.06,4.1353,4.2788,3.4148,3.2713
2020-02-05,976.56,5978.51,534.48,24.89,332.86,3.393,3.9506,3.8686,3.3111
2020-02-06,975.71,5987.15,533.55,24.88,333.98,3.4174,3.7121,3.5912,3.2966
2020-02-07,977,5999.61,533.81,24.58,332.2,3.0074,2.9673,2.5808,2.6209
2020-02-10,968.34,5952.08,529.44,24.54,334.68,3.4354,3.7657,2.929,2.5987
2020-02-11,967.38,5954.4,528.32,24.62,335.26,2.8565,3.0826,1.9385,1.7123
2020-02-12,960.98,5913.08,524.63,24.57,337.42,3.9553,4.433,3.0448,2.5671
2020-02-13,954.21,5871.95,521.37,24.11,337.06,4.5066,4.5551,2.2659,2.2173
2020-02-14,953.95,5866.94,521.63,24.09,337.6,3.6453,3.2864,2.5367,2.8955
2020-02-17,954.17,5867.52,521.39,24.09,337.6,3.4917,2.7359,2.1807,2.9365
2020-02-18,956.28,5886.96,521.85,24.23,336.73,3.5075,3.2477,2.4362,2.696
2020-02-19,964.39,5928.79,526.61,24.39,338.34,4.0344,4.14,2.211,2.1054
2020-02-20,968.54,5942.49,529.34,24,336.95,4.1337,3.9653,2.7138,2.8823
2020-02-21,957.37,5882.25,523.64,23.95,333.48,3.5911,3.2079,2.2717,2.6549
2020-02-24,941.51,5807.05,514.97,23.07,322.42,4.0708,3.5653,1.7724,2.2779
2020-02-25,941.68,5787.14,514.64,22.87,312.65,3.5777,2.7312,1.8791,2.7257
2020-02-26,922.66,5688.92,504.16,22.83,311.5,4.8059,3.0587,2.9015,4.6486
2020-02-27,892.76,5535.69,487.8,21.58,297.51,4.4623,3.4163,2.6346,3.6806
2020-02-28,879.53,5452.7,480.39,21.62,296.26,5.1219,5.1046,4.115,4.1322
2020-03-02,859.33,5361.25,469.75,21.75,309.09,4.1602,3.869,2.7278,3.019
2020-03-03,891.94,5518.63,487.71,22.19,300.24,4.5906,4.3493,2.9071,3.1484
2020-03-04,922.51,5650.14,504.85,22.66,312.86,3.8718,3.81,3.0329,3.0947
2020-03-05,919.68,5638.13,503.62,21.85,302.46,3.8156,3.9604,3.2163,3.0715
2020-03-06,887.03,5498.54,485.73,21.29,297.46,4.4278,3.1174,2.2608,3.5713
2020-03-09,813.75,5136.81,445.51,19.4,274.23,5.2964,5.5144,4.1084,3.8904
2020-03-10,832.47,5220.83,456.02,20.65,288.42,4.7661,3.9086,2.4805,3.338
2020-03-11,819.77,5154.1,449.9,19.35,274.36,3.4249,3.5967,3.5486,3.3768
2020-03-12,769.64,4895.75,423.28,16.82,248.11,3.4821,3.2255,2.4952,2.7517
2020-03-13,777.27,4907.57,427.17,18.06,269.32,5.4035,4.8277,4.1009,4.6767
2020-03-16,731.95,4690.66,402.32,15.5,239.85,3.3149,3.553,3.1444,2.9063
2020-03-17,683.66,4456.75,375.5,16.1,252.8,4.2266,3.2199,2.7929,3.7996
2020-03-18,655.63,4330.67,360.59,14.42,240,4.2636,4.0051,3.8433,4.1018
2020-03-19,612.12,4105.42,336.48,13.3,240.51,3.2859,2.6496,1.8849,2.5211
2020-03-20,624.76,4194.94,344.17,12.9,228.8,7.336,6.5419,5.8424,6.6364
2020-03-23,583.41,3989.52,321.35,11.93,222.95,3.2296,3.2662,2.3736,2.337
2020-03-24,566.83,3937.63,311.88,12.69,243.15,4.7645,4.133,3.0005,3.6319
2020-03-26,651.41,4338.9,359.55,15.15,261.2,6.8083,7.4705,5.9341,5.2718
2020-03-27,698.78,4545.57,386.54,14.34,253.42,6.9855,7.2067,5.38,5.1587
2020-03-30,670.77,4414.5,371.57,14.38,261.65,3.4318,3.3785,2.1279,2.1812
2020-03-31,691.13,4538.93,383.01,14.73,257.75,4.7428,4.4339,3.1733,3.4823
2020-04-01,678.3,4466.04,376.11,13.63,246.15,4.1261,4.0563,3.1698,3.2396
2020-04-02,688.11,4531.69,382.05,14.38,251.83,4.0898,3.7055,2.5161,2.9005
2020-04-03,702.42,4623.43,389.64,13.97,248.19,4.0292,4.0127,2.5792,2.5957
2020-04-06,736.73,4811.83,406.28,15.57,264.86,5.4146,4.9248,2.1023,2.5921
2020-04-07,729.74,4778.64,401.46,15.48,265.13,6.715,6.1869,2.8798,3.4079
2020-04-08,697.73,4626.69,384.05,15.32,274.03,3.9555,3.6266,2.1648,2.4937
2020-04-09,700.06,4649.08,384.79,15.38,278.2,4.5601,4.0459,2.1695,2.6837
2020-04-13,693.48,4623.89,380.78,15.35,275.66,3.0547,3.3776,2.4071,2.0842
2020-04-14,712.26,4706.49,390.7,15.87,283.79,4.0662,3.639,1.9626,2.3898
2020-04-15,694.44,4625.9,380.19,15.28,277.76,4.5986,4.2254,2.415,2.7882
2020-04-16,662.69,4480.61,362.24,14.7,279.1,4.3527,3.1579,2.1828,3.3775
2020-04-17,695.47,4634.82,379.78,15.67,286.64,4.5663,4.014,2.8096,3.3619
2020-04-20,682.84,4575.9,373.06,15.21,281.59,3.8255,3.2525,1.582,2.1549
2020-04-21,667.63,4501.92,365.08,14.72,273.04,3.3075,2.8802,3.1644,3.5917
2020-04-22,682.4,4567.56,373.58,15.19,279.1,4.2362,3.9013,3.6698,4.0047
2020-04-23,684.72,4593.55,375.39,15.39,279.08,4.237,3.9933,2.3979,2.6417
2020-04-24,663.7,4496.06,363.93,15.12,282.97,4.2519,3.1597,1.9801,3.0723
2020-04-27,669.76,4513.14,367.58,15.44,287.05,3.1665,2.6503,2.1792,2.6954
2020-04-28,671.17,4529.55,367.96,15.44,285.73,4.3361,3.2324,1.9092,3.0129
2020-04-29,680.46,4567.32,373.33,16.16,293.21,3.6542,3.2523,2.396,2.7978
2020-04-30,713.64,4716.4,391.78,16.29,290.48,5.8542,6.2859,4.4513,4.0195
2020-05-04,689.33,4605.49,377.94,16.01,283.57,3.6188,3.4972,2.2289,2.3505
2020-05-05,690.96,4630.13,378.52,15.99,286.19,3.7963,3.3664,1.5959,2.0258
2020-05-06,687.44,4608.79,376.59,15.88,284.25,3.613,3.324,1.7465,2.0356
2020-05-08,686.23,4597.43,375.61,16.4,292.44,4.5295,3.7168,2.076,2.8887
2020-05-11,695.29,4639.1,380.62,16.47,292.5,3.8801,3.6112,1.8583,2.1272
2020-05-12,681.67,4588.73,373.29,16.11,286.67,5.13,4.089,1.8117,2.8527
2020-05-13,674.47,4554.36,370.03,16.03,281.6,3.8538,3.0797,1.5842,2.3584
2020-05-14,661.52,4513.83,362.7,15.96,284.97,4.8806,3.925,1.8054,2.761
2020-05-15,657.1,4507.61,359.96,15.63,286.28,5.1173,4.0226,2.0844,3.1792
2020-05-18,660.47,4511.06,361.32,16.22,295,4.5156,3.8464,1.983,2.6522
2020-05-19,671.07,4548.66,367.33,16.04,291.97,6.7321,4.6557,1.8955,3.9719
2020-05-20,672.14,4545.95,368.37,16.26,296.93,4.4556,4.51906975,2.970720625,19.4233
2020-05-26,689.33,4626.8,377.24,16.49,299.08,4.6029,4.3824,4.0459,4.2664
2020-05-27,693.86,4641.56,378.7,16.52,303.53,5.046,4.7717,3.1952,3.4695
2020-05-28,709.36,4716.19,388.47,16.9,302.97,7.7373,8.1742,4.2942,3.8573
2020-05-29,725.83,4753.61,398.46,17.31,304.32,6.7825,6.8682,10.7136,10.6279
2020-06-02,749.52,4847.51,411.55,18.8,308.08,6.6268,7.4991,5.3617,4.4895
2020-06-03,770.66,4941.01,422.07,19.68,312.18,8.2266,9.7337,4.6427,3.1356
2020-06-04,764.61,4916.7,418.17,19.02,311.36,7.6229,8.6036,4.676,3.6953
2020-06-05,770.67,4947.78,420.23,19.51,319.34,7.0349,6.9839,2.73,2.781
2020-06-08,795.29,5070.56,434.45,20.35,323.2,9.6642,9.6202,3.8594,3.9033
2020-06-09,782.64,5035.06,428.07,19.65,320.79,7.778,8.053,3.8727,3.5977
2020-06-10,758.95,4920.68,415.04,19.15,319,8.0633,7.5478,2.9095,3.425
2020-06-11,745.31,4854.75,407.29,17.85,300.61,6.5979,6.3507,2.8945,3.1417
2020-06-12,752.11,4880.36,410.9,18.48,304.21,8.382,7.1742,1.829,3.0369
2020-06-15,739.86,4816.34,403.98,18.29,307.05,6.1489,5.4368,1.8234,2.5354
2020-06-16,776.03,4986.46,424.05,18.89,312.96,6.8531,6.2508,1.6685,2.2708
2020-06-17,775.46,4987.78,422.95,18.75,311.66,6.1065,5.3489,2.4547,3.2123
2020-06-18,761.98,4925.25,414.96,18.62,311.78,5.6261,5.5457,1.688,1.7685
2020-06-19,767.44,4942.27,418.79,18.54,308.64,4.2962,3.6428,2.9546,3.6081
2020-06-22,761.21,4918.83,415.42,18.59,310.62,4.6213,4.1077,2.3158,2.8294
2020-06-23,754.31,4879.13,411.32,18.55,312.05,4.7521,4.2242,1.7636,2.2915
2020-06-24,771.91,4964.73,421.76,18.59,304.09,7.207,6.9563,2.5453,2.7961
2020-06-25,760.04,4896.73,415.46,18.61,307.35,4.713,4.4873,1.4478,1.6735
2020-06-26,760.3,4904.09,415.18,18.16,300.05,4.4831,3.7854,1.1895,1.8872
2020-06-29,759.62,4901.82,414.65,18.33,304.46,4.0248,3.4211,1.2873,1.8909
2020-06-30,756.2,4905.39,412.52,18,308.36,4.7189,4.2298,2.1929,2.682
2020-07-01,759.38,4914.39,414.43,18.24,310.52,4.277,3.8992,1.9006,2.2784
2020-07-02,769.82,4966.78,419.8,18.5,312.23,5.5569,5.3467,2.0655,2.2757
2020-07-03,770.96,4973.79,420.07,18.5,312.23,4.7335,4.8269,1.4143,1.3209
2020-07-06,775.3,4988.87,422.2,18.86,317.05,4.953,4.4057,1.7767,2.3241
2020-07-07,775.9,4987.08,422.78,18.92,313.78,5.1353,5.5127,2.7976,2.4202
2020-07-08,796.59,5076.17,434.58,19.36,316.18,7.1192,7.1975,2.1372,2.0589
2020-07-09,789.53,5052.79,430.43,19.07,314.38,6.4399,6.3084,2.7201,2.8516
2020-07-10,784.56,5031.26,427.73,19.01,317.59,4.9376,5.0332,1.7157,1.6201
2020-07-13,791.85,5064.45,431.91,19.02,314.84,4.7514,4.7073,1.5183,1.5624
2020-07-14,795.33,5079.12,434.24,19.29,318.92,5.5548,5.3948,1.6882,1.8482
2020-07-15,793.95,5075.8,433.32,19.12,321.85,5.3428,4.6908,1.8657,2.5177
2020-07-16,797.85,5098.37,435.81,19.03,320.79,4.6742,4.798,2.22,2.0961
2020-07-17,792.82,5079.58,432.69,18.84,321.72,5.2887,4.8882,1.8103,2.2108
2020-07-20,785.83,5051.11,429.02,18.6,324.32,4.988,5.2317,1.5964,1.3527
2020-07-21,800.48,5114.71,436.95,19.01,325.01,7.0769,6.9829,2.3379,2.4319
2020-07-22,799.72,5110.19,436.61,19.11,326.86,6.3418,6.1233,1.8981,2.1166
2020-07-23,806.55,5145.01,440.29,18.95,322.96,7.1107,6.9469,2.1638,2.3276
2020-07-24,791.14,5082.99,431.88,19.06,320.88,7.0964,6.3567,1.2633,2.003
2020-07-27,800.36,5116.67,437.07,19.28,323.22,6.1712,5.7264,1.1166,1.5613
2020-07-28,799.68,5112.99,436.7,18.98,321.17,6.1256,5.8302,2.1898,2.4853
2020-07-29,795.38,5111.11,433.9,18.95,325.12,6.7027,6.2688,1.5421,1.976
2020-07-30,803.01,5149.63,438.28,18.82,323.96,6.4025,6.4521,3.025,2.9755
2020-08-03,774.37,5006.22,422.63,18.22,328.79,8.4742,6.9951,2.4413,3.9204
2020-08-04,789.9,5075,431.11,18.68,330.06,5.7143,5.6692,2.7971,2.8422
2020-08-05,801.69,5127.05,437.51,19.1,332.11,7.3715,6.9357,1.9463,2.3821
2020-08-06,811.59,5178.27,442.86,19.22,334.33,7.2419,7.2324,3.8508,3.8603
2020-08-07,806.19,5143.89,440.09,18.81,334.57,7.0044,5.6743,3.1022,4.4324
2020-08-10,806.9,5157.83,440.53,19.07,335.57,5.9331,5.4554,1.3054,1.7831
2020-08-11,812.3,5190.17,443.54,18.96,332.8,7.4942,6.7909,1.5284,2.2317
2020-08-12,825.22,5233.45,451.52,19.38,337.44,8.5377,8.6806,2.777,2.6341
2020-08-13,825.8,5239.25,452.11,19.34,336.83,8.5261,8.8078,2.1104,1.8286
2020-08-14,827.22,5247.69,453.07,19.43,336.84,5.7259,5.8532,2.2355,2.1082
2020-08-18,839.02,5295.17,459.44,19.74,338.64,7.0063,7.1351,3.2006,3.0718
2020-08-19,834.84,5272.81,457.02,19.57,337.23,5.8162,5.4908,2.1889,2.5144
2020-08-24,836.14,5277.04,457.61,19.75,342.92,6.9581,6.3197,2.3441,2.9825
2020-08-25,850.99,5338.89,465.85,20.24,344.12,7.3388,6.9481,2.0392,2.4299
2020-08-26,849.52,5340.33,465.44,20.24,347.57,8.1489,7.6276,1.6418,2.1631
2020-08-27,852.66,5371.47,467.01,19.9,348.33,7.563,7.7877,3.0668,2.842
2020-08-28,847.75,5346.66,464.1,20.24,350.58,6.8056,5.6717,1.2537,2.3877
2020-08-31,824.19,5238.49,450.4,19.61,349.31,9.0232,7.1029,2.3169,4.2372
2020-09-01,841.25,5310.68,460.16,19.58,352.6,5.7951,5.0954,2.26,2.9598
2020-09-02,843.17,5311.97,461.56,19.61,357.7,6.5463,5.8752,1.5178,2.1889
2020-09-03,834.74,5280.81,456.98,19.31,345.39,6.3689,5.5295,2.1712,3.0106
2020-09-04,825.62,5239.85,451.73,19.38,342.57,5.8459,4.855,1.5765,2.5674
2020-09-07,823.99,5230.2,451.14,19.38,342.57,5.3091,4.523,0.7525,1.5386
2020-09-08,826.07,5244.07,452.58,19.17,333.21,4.9587,4.6723,1.3287,1.615
2020-09-09,804.35,5149.38,440.56,18.97,339.79,6.2245,5.5942,1.1915,1.8219
2020-09-10,756.11,4891.46,414.03,17.38,333.89,7.6839,7.0209,2.6079,3.2709
2020-09-11,778.32,5016.71,426.63,17.81,334.06,11.2395,8.9757,2.7557,5.0195
2020-09-14,805.12,5161.83,441.16,18.51,338.46,7.2849,6.8071,2.4257,2.9035
2020-09-15,790.75,5100.87,433.25,18.45,340.17,6.1302,5.0259,1.8529,2.9572
2020-09-16,781.37,5058.48,428.2,18.16,338.82,5.1222,4.2717,1.3727,2.2232
2020-09-17,775.54,5038.4,424.72,18.15,335.84,5.0466,4.6417,1.6083,2.0132
2020-09-18,780.32,5059.22,427.2,18.06,330.65,5.516,4.5174,4.2432,5.2418
2020-09-21,767.97,4999.36,420.08,17.71,326.97,4.8697,4.5586,1.9131,2.2243
2020-09-22,756.38,4934.09,413.42,17.48,330.3,5.232,4.5995,1.6267,2.2591
2020-09-23,754.18,4917.96,412.17,17.07,322.64,5.3994,5.1655,1.5912,1.825
2020-09-24,740,4842.76,404.32,16.97,323.5,4.4507,3.9524,1.338,1.8363
2020-09-25,760.32,4945.79,415.49,17.42,328.73,5.8051,4.9755,1.5148,2.3444
2020-09-28,750,4906.55,408.57,17.37,334.19,5.1999,4.6068,1.1046,1.6977
2020-09-29,742.38,4879.1,404.52,17.28,332.37,5.0454,4.7035,1.8493,2.1912
2020-09-30,737.15,4870.04,401.32,17.27,334.89,5.1258,4.644,1.9032,2.385
2020-10-01,761.05,4970.09,414.89,17.7,337.04,5.8758,5.8665,1.3023,1.3116
2020-10-02,750.86,4926.73,409.1,17.41,333.84,4.8008,4.7517,1.3452,1.3943
2020-10-05,755.09,4958.77,411.32,17.89,339.76,4.1351,4.1703,1.6422,1.607
2020-10-06,764.16,4999.22,416.07,17.99,334.93,5.2005,4.9371,1.8848,2.1482
2020-10-07,764.09,5004.33,416.18,18.06,340.76,10.6726,8.6379,6.1857,8.2204
2020-10-08,770.45,5039.14,419.54,18.21,343.78,4.493,4.5429,1.9802,1.9302
2020-10-09,771.77,5053.66,420.02,18.36,346.85,4.1815,4.092,1.2997,1.3892
2020-10-12,777.3,5093.1,422.72,18.37,352.43,5.2736,5.1687,1.7308,1.8358
2020-10-13,783.55,5132.57,426.19,18.35,350.13,7.2347,7.179,1.6799,1.7355
2020-10-14,796.28,5176.1,432.98,18.57,347.93,9.9827,10.0222,2.1765,2.137
2020-10-15,782.88,5105.15,425.04,18.34,347.5,7.6183,7.6416,2.1492,2.1259
2020-10-16,783.45,5103.41,425.42,18.36,347.29,5.9769,5.4826,1.7841,2.2784
2020-10-19,790.45,5126.33,429.15,18.42,342.01,7.1792,6.7848,1.4148,1.8092
2020-10-20,786.44,5099.84,426.95,18.45,343.38,7.0735,6.9049,2.1558,2.3243
2020-10-21,787.2,5096.45,427.33,18.85,342.73,7.4548,7.3359,2.1212,2.2401
2020-10-22,788.563,5091.8159,428.15,18.7,344.61,5.7046,5.4422,3.6492,3.9117
2020-10-23,789.815,5112.188,428.3,18.9,345.78,6.3082,6.2625,2.045,2.0907
2020-10-26,794.213,5144.0488,430.88,18.84,339.39,5.3859,5.5139,1.741,1.613
2020-10-27,790.503,5128.2251,428.71,18.79,338.22,6.3295,6.4378,2.2198,2.1115
2020-11-02,788.601,5115.1279,427.83,18.7,330.2,5.8208,5.3245,3.7448,4.2411
2020-11-03,794.767,5159.4521,431.04,19.07,336.03,5.3469,5.0672,2.1958,2.4755
2020-11-04,781.13,5105.2002,423.88,19.39,343.54,6.0153,6.0231,2.0022,1.9944
2020-11-05,816.155,5260.3262,443.1,20.32,350.24,7.2458,7.9568,2.6538,1.9427
2020-11-06,834.899,5335.5288,453.51,20.44,350.16,7.5337,8.3615,2.9677,2.1399
2020-11-09,840.512,5356.0049,456.43,21.19,354.56,8.6622,8.853,2.0718,1.881
2020-11-10,863.966,5462.7388,470.04,21.74,354.04,10.0209,12.2687,5.3989,3.1511
2020-11-11,880.02,5509.5098,480.38,21.62,356.67,11.3018,13.3199,5.0686,3.0505
2020-11-12,866.685,5458.6021,472.98,21.1,353.21,7.3625,7.6188,2.9442,2.688
2020-11-13,867.2,5461.0601,473.18,21.36,358.1,6.5679,6.3301,2.1959,2.4338
2020-11-16,873.437,5494.8721,475.49,21.59,362.57,7.6421,7.2733,2.3797,2.7484
2020-11-17,881.81,5529.9399,479.69,21.82,360.62,10.0642,10.8749,4.3139,3.5032
2020-11-18,885.647,5557.5181,482.02,21.67,356.28,8.8365,9.5589,3.4213,2.6989
2020-11-19,887.12,5594.0601,482.37,21.72,357.78,9.614,9.9435,3.5368,3.2074
2020-11-20,884.9,5571.6602,481.63,21.58,355.33,9.3104,8.9885,2.9605,3.2824
2020-11-23,901.66,5652.7598,490.95,21.96,357.46,9.2111,9.5363,2.9709,2.6456
2020-11-24,907.88,5701.0298,494.28,22.46,363.22,10.9722,10.8222,2.9688,3.1188
2020-11-25,903.46,5679.2471,492.32,22.31,362.66,10.9722,14.1003,4.6446,4.064
2020-11-26,920.779,5759.916,501.41,22.31,362.66,10.1933,10.7943,3.2395,2.6386
2020-11-27,920.11,5783.3398,499.93,22.68,363.67,10.1933,12.0787,3.544,4.6002
2020-11-30,883.061,5612.415,478.79,21.76,362.06,19.8689,16.595,12.9588,16.2327
2020-12-01,904.834,5724.7422,491,22.5,366.02,12.4508,11.7667,4.0201,4.7041
2020-12-02,922.358,5813.9868,499.8,22.75,366.79,12.8062,12.6508,3.5964,3.7518
2020-12-03,921.176,5822.9419,498.88,22.72,366.69,15.0668,15.331,4.5758,4.3115
2020-12-04,916.249,5810.4829,496.12,22.74,369.85,9.9309,9.8464,3.1232,3.2077
2020-12-07,936.32,5930.7598,506.71,23.13,369.09,13.6154,14.0482,3.7009,3.2681
2020-12-08,933.282,5944.4092,505.51,23.04,370.17,16.4738,15.7366,2.6357,3.3729
2020-12-10,932.332,5933.6982,504.66,23.4,366.73,15.1638,15.0943,4.6693,4.7387
2020-12-11,929.94,5938.3301,503.16,23.14,366.3,15.1421,13.8351,4.7684,6.0754
2020-12-14,941.178,6012.5161,509.45,23.1,364.66,15.1372,15.0012,3.6898,3.8258
2020-12-15,946.73,6010.1299,512.751,23.58,369.59,13.1349,13.9871,4.508,3.6558
2020-12-16,970.064,6118.4019,525.46,24.04,370.17,17.4409,18.2163,4.8267,4.0513
2020-12-17,968.686,6113.3818,523.97,24.09,372.24,17.2901,17.6227,4.5986,4.266
2020-12-18,962.36,6104.3198,518.9,23.96,369.18,18.8527,16.1727,4.3681,7.048
2020-12-21,970.993,6165.624,520.82,23.87,367.86,16.3587,16.4468,4.3012,4.2131
2020-12-22,938.98,6023.29,503.98,22.8,367.24,18.0182,17.6315,2.8021,3.1888
2020-12-23,936.795,6008.709,502.04,22.98,367.57,14.6148,14.2241,3.1916,3.5822
2020-12-28,955.9,6093.5498,512.99,23.72,372.17,12.0794,12.2891,3.9972,3.7875
2020-12-29,945.594,6036.1738,507.76,23.57,371.46,12.6883,12.3299,1.9923,2.3508
2020-12-30,934.887,5979.0732,502.27,23.31,371.99,11.5265,11.6026,2.9747,2.8986
2021-01-04,958.65,6104.8999,514.4,23.83,368.79,12.2906,12.6448,2.2275,1.8733
2021-01-05,961.389,6137.3428,515.27,24.31,371.33,13.1939,13.6702,3.2768,2.8005
2021-01-06,945.68,6065.6802,507.52,24,373.55,16.459,15.7605,3.038,3.7365
2021-01-07,957.31,6153.6299,513.57,23.81,379.1,18.3513,19.2481,3.3696,2.4727
2021-01-08,979.306,6257.835,526.18,24.52,381.26,18.0556,19.6862,4.2498,2.6192
2021-01-11,1001.021,6382.937,538.7,24.38,378.69,17.9943,20.7359,5.6813,2.9397
2021-01-12,996.44,6395.6699,535.84,24.62,378.77,21.6501,22.6452,4.3377,3.3426
2021-01-13,1002.89,6435.21,539.34,24.66,379.79,19.8888,21.0475,4.2813,3.1226
2021-01-14,1002.382,6428.3149,539.48,24.91,378.46,21.9816,24.9471,6.2579,3.2923
2021-01-15,988.752,6373.4121,530.59,24.49,375.7,19.7493,19.7991,3.933,3.8832
2021-01-18,998.26,6389.8301,536.5,24.49,375.7,19.9489,19.7654,3.8194,4.0029
